model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000009.png,100,glass_object,dynamic_scene;transparent_glass;partial_occlusion,0.7571376613929806,0.599818394084836,0.833695650100708,0.07044726599893433,14.195015034581004,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000009.png,101,plastic_object,dynamic_scene;partial_occlusion,0.9819532908704883,1.0,0.9734116196632385,0.07074564000400382,14.135146702233598,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000009.png,102,plastic_object,dynamic_scene;partial_occlusion,0.9803857111549419,1.0,0.924453854560852,0.0727352169986781,13.748498200234614,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000009.png,103,plastic_object,dynamic_scene;partial_occlusion,0.8715083798882681,0.7393390124425654,0.9149443507194519,0.07035392300063645,14.213848458613368,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000009.png,104,plastic_object,dynamic_scene;partial_occlusion,0.9774127310061602,0.9961904623161698,0.9535881280899048,0.06926969100355304,14.436328291816794,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000009.png,105,robot_gripper,dynamic_scene;partial_occlusion,0.9044452785672153,0.8829977402273264,0.9683550596237183,0.06938666499523347,14.411991123491743,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000009.png,106,robot_gripper,dynamic_scene;partial_occlusion,0.7393048128342246,0.7376689384313273,0.08355612307786942,0.06917100900214532,14.456923708731578,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,110,glass_object,transparent_glass;partial_occlusion,0.7814551422319475,0.31985294117647056,0.9209364056587219,0.0626393226266373,15.964412737355357,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,111,plastic_object,transparent_glass;partial_occlusion,0.9690611664295875,1.0,0.9551535248756409,0.06398050762800267,15.629760329727752,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,112,glass_object,transparent_glass;partial_occlusion,0.9854897218863361,1.0,0.9337136745452881,0.06233593662909698,16.042110764294236,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,113,box,transparent_glass;partial_occlusion,0.9414899522593538,0.6963321201243124,0.897847592830658,0.0623166376244626,16.047078888085686,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,114,glass_object,transparent_glass;partial_occlusion,0.9887758013887568,1.0,0.7927759885787964,0.06228152162657352,16.05612666298975,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,115,plastic_object,transparent_glass;partial_occlusion,0.9728531855955679,1.0,0.932232677936554,0.06246677062154049,16.008511246060298,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,116,robot_gripper,transparent_glass;partial_occlusion,0.9329884054357312,0.8291203235591507,0.9276562333106995,0.06255879262607777,15.984963232540835,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000011.png,118,robot_gripper,transparent_glass;partial_occlusion,0.9740659340659341,1.0,0.9526501893997192,0.06287807162152603,15.903795619229111,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,121,box,partial_occlusion,0.9909133636221212,0.9955214331413947,0.9621633887290955,0.05329775279315072,18.76251713427793,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,122,connector,partial_occlusion;small_parts,0.9846989141164857,1.0,0.983890950679779,0.0530095918024017,18.864510478171482,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,123,box,partial_occlusion,0.9767325075326414,0.9944913054453489,0.9785339832305908,0.052922459801629886,18.895569173245466,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,124,metal_part,partial_occlusion;reflective_metal,0.8863701169090391,0.7548416927543262,0.6315586566925049,0.05334757980235736,18.744992813259945,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,125,metal_part,partial_occlusion;reflective_metal,0.9029900332225914,0.7893523749265603,0.7747735381126404,0.054068457803077764,18.49507163015618,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,126,cable,partial_occlusion,0.834873949579832,0.9445071361332157,0.6089203357696533,0.05329135980209685,18.76476794200048,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,127,connector,partial_occlusion;small_parts,0.9659706109822119,1.0,0.5877934098243713,0.053042543799529086,18.852791144018965,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,128,robot_gripper,partial_occlusion,0.9049735858781085,0.6817348268929101,0.4669768214225769,0.053703559804853286,18.620739549366487,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,129,robot_gripper,partial_occlusion,0.6887573964497041,0.7220956317453588,0.13361504673957825,0.053656589802267264,18.637039806017356,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000012.png,130,robot_gripper,partial_occlusion,0.801701378703432,0.6695193968206685,0.6402649283409119,0.05290649180315086,18.901272148618343,cuda
